,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Pinnacle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pippa Passes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburg,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0
Pittsburgh,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
Pittsfield,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Pittston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Placentia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Plainsboro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Plainview,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plainville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Plano,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Plant City,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Plantation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plaquemine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platte County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pleasant Hill,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant View,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasanton,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Plymouth,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth Township,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pocahontas County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pocatello,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Pocono Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Poinciana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Point Loma,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Polk County,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Polkton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pollocksville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pomona,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
Pompano Beach,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ponca City,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ponder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pontotoc County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pope County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Poplar Bluff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Port Allen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Port Arthur,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Port Barre,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Barrington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Port Charlotte,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Port Jervis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Port Neches,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Port Orange,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Port Orchard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Port Richey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Port Salerno,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Port St. Joe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Port St. Lucie,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Port Wentworth,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Portage,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Porteau,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Porterdale,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Porterville,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Portland,3,1,3,4,6,2,4,2,0,0,0,0,0,1,0,0
Portsmouth,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Poteau,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poteet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Potomac,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Potsdam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottawatomie County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pottstown,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Poulsbo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poultney,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Powatan Point,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poway,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powder Springs,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Powell County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Powhatan County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prague,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pratt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prescott,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
Prescott Valley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Presque Isle,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Preston,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prewitt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Priceville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prichard,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pride,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Progreso,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prompton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Providence,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Provo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pryor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pueblo,1,2,1,4,5,5,1,2,0,1,1,1,0,0,0,0
Pueblo West,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Pueblo of Laguna,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pulaski,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puna,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Putnam Hall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putnamville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Puyallup,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
Quanah,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quartzsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quincy,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Quinlan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raceland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racine,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Ragley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raleigh,0,3,0,0,1,2,0,2,0,0,0,0,0,1,0,2
Ramseur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ranburne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rancho Cordova,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rancho Cucamonga,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Rancho Mirage,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Rancho Santa Margarita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randallstown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rangley,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rankin County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rantoul,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rapid City,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0
Rapid Valley,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ravenna Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rawlins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Raymond,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Raytown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reading,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Reading Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Reagan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rector,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Bluff,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Red Bud,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red River Parish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Valley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redding,0,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0
Redford Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Redlands,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Redmond,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Redondo Beach,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Redwood City,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Reedley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reedsport,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Refugio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rehoboth Beach,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reidsville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Reisterstown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reno,1,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0
Renton,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
Republic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reseda,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Revere,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rexburg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Reynoldsville,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rialto,1,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
Rib Mountain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Richfield,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Richland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Richlands,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Richmond,1,1,4,2,2,1,0,1,0,0,0,1,1,1,0,1
Richmond County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Richmond Heights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richton Park,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ridgefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riesel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rifle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rigby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rincon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Bravo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rio Rancho,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rio Rico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ripon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rising Sun,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritzville,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
River Forest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverside,0,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0
Riverside County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Riverton,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Riverview,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0
Roan Mountain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roane County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Roanoke,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
Roanoke County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Robbins,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Robbinsdale,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Rochester,0,1,1,1,0,0,4,0,0,0,0,0,0,0,3,0
Rock Falls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rock Island,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Rockford,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Rockledge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rocklin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockville,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rockwall,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rocky Face,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rogers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rogers County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rogersville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rogue River,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Roland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rome,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeoville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Romulus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rosalia,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rosamond,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rose Bud,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosebud,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Rosedale,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosemead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosenberg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Roseville,0,2,0,0,1,0,0,3,0,2,0,0,0,0,0,2
Roslindale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosser,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rossville,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Roswell,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0
Rotterdam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Round Lake,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Round Rock,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Rowe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowland Heights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Roxand Township,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roxboro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Roy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Royal Oak,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rudioso,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rufe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruidoso,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush Springs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rushville,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Ruskin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russellville,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ruth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutherford County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rutherfordton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutland,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Rutledge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sacramento,2,3,3,2,1,6,2,1,0,1,0,1,1,4,1,1
Safety Harbor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Safford,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saginaw,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Salacoa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Salcha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sale Creek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Salem,1,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0
Salemburg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Salina,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Salinas,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
Saline County,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Salisbury,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Sallisaw,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Salt Lake City,2,1,2,2,3,4,2,1,1,1,1,1,2,2,1,1
Salt River Reservation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saltlick Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
San Andreas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
San Angelo,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
San Antonio,6,9,4,9,10,11,14,3,0,1,0,0,0,2,6,2
San Benito,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
San Bernardino,6,3,0,0,4,5,0,2,0,0,0,0,0,0,0,1
San Carlos Park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Clemente,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
San Diego,5,3,2,3,1,5,2,4,3,3,1,1,1,4,0,2
San Diego County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Fernando,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
San Francisco,6,3,4,2,0,1,1,3,0,0,3,0,0,1,1,2
San Gabriel,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
San Jose,6,2,4,2,5,1,2,2,0,0,0,1,2,1,1,1
San Leandro,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
San Manuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marcos,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Mateo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Rafael,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Tan Valley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
San Ysidro,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Sand City,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sand Springs,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Sanders,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sandia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sandpoint,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sandy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sandy Springs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sanford,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
Sanger,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santa Ana,2,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0
Santa Barbara,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Clara,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Santa Clarita,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Santa Cruz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe,1,1,1,0,0,0,3,0,0,0,1,0,0,0,1,0
Santa Fe Springs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Santa Maria,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Monica,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Nella,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Paula,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Santee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapulpa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saranac Lake,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sarasota,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Saratoga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saugus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Savannah,1,0,0,2,1,2,3,3,1,0,0,0,0,0,1,0
Scappoose,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scarbo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Schenectady,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Schertz,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Schulter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott County,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Scottsbluff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scottsdale,1,2,0,3,0,2,0,0,0,1,0,0,0,0,0,0
Scottsville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seabrook,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seaford,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Seagoville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Searcy County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seaside,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Seattle,2,2,3,2,2,2,3,2,0,0,1,1,2,2,3,2
Sebewaing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sebring,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Secaucus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sedalia,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Sedona,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sedro-Woolley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seekonk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Seguin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Selawik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Selma,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Seminole,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Semmes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Seneca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergeant Bluff,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sevierville,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Seville,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Seward,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Seymour,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shafter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakopee,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Shaler Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shallotte,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sharon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharon Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sharpsburg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawnee National Forest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Shelby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby Gap,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shelby Township,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Shelbyville,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Shelley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shelton,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shepherdsville,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sheridan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sherman Oaks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sherwood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shiprock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Shirley,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Shoreline,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shorewood,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Show Low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreveport,3,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0
Sidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Blanca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Vista,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Siler City,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
